S/N,Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction",Business Registration Date,Terminal Assignment Date,Last Transaction Date
197,May,2070EXA5,P260300975335,Ridwanulahi Investment Nigeria ltd,"339,850.00",27,0,0,"20,000.00",TRUE,0,,,
198,May,2070O5SA,P260300443515,EVENTS BY COPA,"338,500.00",6,0,0,"20,000.00",TRUE,0,,,
199,May,2070YA0C,P260300992591,FOODCO NIG BODIJA 6,"337,386.40",71,0,0,"20,000.00",TRUE,0,,,
200,May,22143TX8,P260301815572,"HABEEB ABDULRAZAQOLAMIDE","333,500.00",21,"252,000.00",5,"20,000.00",TRUE,0,,,
201,May,2070759R,P260300524694,Omituntun,"329,500.00",20,"328,400.00",8,"20,000.00",TRUE,0,,,
202,May,2070IY3J,P260301291818,Foodco Nig Toll gate,"328,055.00",81,0,0,"20,000.00",TRUE,0,,,
203,May,207076LU,P260301195376,Akrom Ventures 2,"324,350.00",19,"433,500.00",8,"20,000.00",TRUE,0,,,
204,May,2070SAT9,P260301582029,Prosperity Telecom,"322,850.00",62,"295,850.00",8,"20,000.00",TRUE,0,,,
205,May,2070YC0A,P260300973760,FOODCO NIG ITA OSHIN 1,"321,635.00",78,0,0,"20,000.00",TRUE,0,,,
206,May,2070GKV1,P260300693709,Dammy Ventures,"320,600.00",24,"954,400.00",12,"20,000.00",TRUE,0,,,
207,May,2033QOFV,P260300564183,Gracious concept,"319,700.00",22,"410,880.00",9,"20,000.00",TRUE,0,,,
208,May,2070Y1TN,P260300652260,Balance Diet 1,"319,252.00",52,0,0,"20,000.00",TRUE,0,,,
209,May,2033FPVX,P260300122429,Ayotofunmi Enterprise,"317,700.00",21,"364,570.00",15,"20,000.00",TRUE,0,,,
210,May,2070ERT9,P260301816262,Hamine Restaurant,"317,310.00",134,0,0,"20,000.00",TRUE,0,,,
211,May,20331IPY,P260300684911,Sebakam Topmost Prints,"316,250.00",27,0,0,"20,000.00",TRUE,0,,,
212,May,2070NO5L,P260301172677,Abidex Ts Venture 3,"314,600.00",33,"24,250.00",3,"20,000.00",TRUE,0,,,
213,May,2033CLTK,P260300114851,Famous K,"313,900.00",23,"340,100.00",9,"20,000.00",TRUE,0,,,
214,May,20334WUL,P260300812085,"MIGHTY GLORY ETERNALCONCEPT - Mighty Glory 3","311,400.00",52,"115,300.00",6,"20,000.00",TRUE,0,,,
215,May,207037VF,P260300167991,Omo-Oluwa Ventures,"311,000.00",24,"250,000.00",2,"20,000.00",TRUE,0,,,
216,May,2070945H,P260300135619,Oma Global concepts & services 4,"310,150.00",61,"109,700.00",16,"20,000.00",TRUE,0,,,
217,May,207091EL,P260301494167,As-Salaam Ventures 2,"303,200.00",34,"28,000.00",4,"20,000.00",TRUE,0,,,
218,May,2070K738,P260301040864,Peace Ventures,"295,450.00",23,"311,050.00",12,"20,000.00",TRUE,0,,,
219,May,2070000M,P260300746182,WhitGod Enterprise 2,"295,200.00",51,"193,000.00",3,"20,000.00",TRUE,0,,,
220,May,2057YUOF,P260301173119,"Lords Doing communicationnetwork 2","293,619.74",29,"35,000.00",2,"20,000.00",TRUE,0,,,
221,May,2070EPTJ,P260301472300,Dang Lifestyle Surulere,"292,555.15",7,0,0,"20,000.00",TRUE,0,,,
222,May,2070C4OK,P260301460014,Cascade Lounge Bodija,"291,200.00",15,0,0,"20,000.00",TRUE,0,,,
223,May,20336BU5,P260300452127,"D REAL BARRYWHITE GLOBALCONCEPT - BarryWhite Ventures","288,700.00",48,"18,400.00",5,"20,000.00",TRUE,0,,,
224,May,2057XGSR,P260301086252,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IFE 3","288,500.00",12,0,0,"20,000.00",TRUE,0,,,
225,May,2070HNWQ,P260301645862,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYIJOKODO","288,180.00",9,0,0,"20,000.00",TRUE,0,,,
226,May,2057NKHK,P260301262667,THIAGO VENTURES,"286,100.00",44,"231,700.00",8,"20,000.00",TRUE,0,,,
227,May,2057FQWB,C42P008D01944243,"MIGHTY GLORY ETERNALCONCEPT - Mighty Glory 5","285,100.00",30,"2,385,015.00",13,"20,000.00",TRUE,0,,,
228,May,2057MUSH,P260300838717,AGh intl serviced apartments,"285,000.00",6,0,0,"20,000.00",TRUE,0,,,
229,May,2070V3PN,P260300856946,Ajibola Telecom 2,"282,750.00",43,"387,300.00",12,"20,000.00",TRUE,0,,,
230,May,2070K0GF,P260300672324,FinrelNigeria Olorunsogo 3,"281,850.00",23,0,0,"20,000.00",TRUE,0,,,
231,May,2057NLLY,P260300377171,Zamani Enterprise,"280,650.00",38,"30,900.00",4,"20,000.00",TRUE,0,,,
232,May,2033GSM8,P260301170062,Adex communication,"279,400.00",25,"121,400.00",3,"20,000.00",TRUE,0,,,
233,May,2070ERFY,P260301485663,FOODCO NIG GBAGI 2,"277,885.00",84,0,0,"20,000.00",TRUE,0,,,
234,May,2070Y2EL,P260300616896,Shokem Supermart 2,"273,650.00",50,0,0,"20,000.00",TRUE,0,,,
235,May,2070I0ZU,P260300670771,Dammy Square Ent,"271,550.00",11,0,0,"20,000.00",TRUE,0,,,
236,May,2070W0QF,P260300249264,"Mosh Golden ProfilePharmaceutical limited - Moshpharmacy and supermarket","269,788.00",67,0,0,"20,000.00",TRUE,0,,,
237,May,2033QOPE,P260300856535,Rock of Ages,"269,550.00",28,"295,950.00",12,"20,000.00",TRUE,0,,,
238,May,2057YPDG,P260301165948,Dang Lifestyle 3,"266,256.50",5,0,0,"20,000.00",TRUE,0,,,
239,May,2033QBN6,P260301195526,Ola-Tem business Ventures,"265,900.00",24,"241,100.00",7,"20,000.00",TRUE,0,,,
240,May,207014GX,P260301043764,A1 Global Ventures,"265,550.00",33,"264,358.00",6,"20,000.00",TRUE,0,,,
241,May,2033JGLB,P260300812086,"99-CITIES ENTERPRISES -Money World Ventures 9","262,100.00",39,"22,500.00",8,"20,000.00",TRUE,0,,,
242,May,2033PBY4,P260301336308,More Blessing Ventures,"260,650.00",40,"92,300.00",10,"20,000.00",TRUE,0,,,
243,May,2057DZOP,P260301581186,Olola pos services,"259,000.00",56,"416,600.00",9,"20,000.00",TRUE,0,,,
244,May,2070AEFX,P260301216648,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY DUGBE","258,460.00",7,0,0,"20,000.00",TRUE,0,,,
245,May,207005CQ,P260301173239,Olly T Business Ventures,"256,950.00",22,"914,000.00",1,"20,000.00",TRUE,0,,,
246,May,207061KM,P260301043761,"MIGHTY GLORY ETERNALCONCEPT - Mighty Glory 1","256,700.00",20,"15,400.00",6,"20,000.00",TRUE,0,,,
247,May,2070958Z,P260300254659,"Al Habeeb communicationVenture 3","253,600.00",11,0,0,"20,000.00",TRUE,0,,,
248,May,2033KGU8,P260300230727,Sammie Tee Investment 2,"249,500.00",47,"14,000.00",3,"20,000.00",TRUE,0,,,
249,May,207013WR,P260300198167,Real Global Ventures 2,"247,300.00",26,"1,606,800.00",15,"20,000.00",TRUE,0,,,
250,May,2070LV3Z,P260301582027,"AMAZING GRACE INTEGRATEDGOODS LIMITED - AmazingGrace Stores 2","247,040.00",72,0,0,"20,000.00",TRUE,0,,,
251,May,2033QBP5,P260301478003,"99-CITIES ENTERPRISES -Money World Ventures 2","244,800.00",32,"11,100.00",2,"20,000.00",TRUE,0,,,
252,May,2070YB0U,P260300992594,FOOCO NIG BODIJA 1,"244,222.00",77,0,0,"20,000.00",TRUE,0,,,
253,May,20700JGU,P260300851940,Akinz,"243,100.00",8,"584,000.00",5,"20,000.00",TRUE,0,,,
254,May,2057XGVD,P260301748844,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOMUARAN","242,420.00",12,0,0,"20,000.00",TRUE,0,,,
255,May,2033FTEA,P260301653022,Igbaotun Ventures,"236,800.00",45,"198,600.00",16,"20,000.00",TRUE,0,,,
256,May,2070N121,P260301652775,Ali Ventures 2,"234,900.00",8,"530,000.00",2,"20,000.00",TRUE,0,,,
257,May,2057EDUY,P260300617043,Cash and Smile 2,"233,300.00",15,"710,107.00",16,"20,000.00",TRUE,0,,,
258,May,207022AI,P260300363934,Cash and smile 3,"229,250.00",29,"228,172.00",4,"20,000.00",TRUE,0,,,
259,May,20338JXJ,P260301188118,"Optimum Drinks - OPTIMUMDRINKS 3","227,375.00",5,0,0,"20,000.00",TRUE,0,,,
260,May,20338BR2,P260300546423,Dash Glorious,"220,000.00",2,0,0,"20,000.00",TRUE,0,,,
261,May,20705PVZ,P260301485662,FOODCO NIG GBAGI 1,"215,355.00",74,0,0,"20,000.00",TRUE,0,,,
262,May,2033GTC1,P260300322503,Maxwell Multipurpose Ventures,"213,950.00",16,"12,050.00",4,"20,000.00",TRUE,0,,,
263,May,2057WXRA,P260301328709,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOSOGBO 6","212,600.00",7,0,0,"20,000.00",TRUE,0,,,
264,May,2033CIIS,P260301204045,AOT CONSULTANT,"212,300.00",18,"211,363.50",9,"20,000.00",TRUE,0,,,
265,May,20338ESR,P260301347140,Oye Venture 2,"211,850.00",22,"64,000.00",4,"20,000.00",TRUE,0,,,
266,May,20337NH8,P260300175903,PerfectENaira 2,"209,750.00",41,"267,000.00",9,"20,000.00",TRUE,0,,,
267,May,2033XXM3,P260301164210,Victory venture 3,"207,750.00",29,"96,000.00",6,"20,000.00",TRUE,0,,,
268,May,2070U2DQ,P260300803817,Lesekese Concept 2,"207,500.00",14,"7,500.00",2,"20,000.00",TRUE,0,,,
269,May,2214RVU2,C41P008D01502307,Tawakalitu Dynamic Concept,"205,550.00",21,"178,700.00",12,"20,000.00",TRUE,0,,,
270,May,2057XGVO,P260301645864,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IFE 5","204,900.00",12,0,0,"20,000.00",TRUE,0,,,
271,May,2070Z0IL,P260301347013,Aliami medicine store,"203,400.00",24,"198,955.00",8,"20,000.00",TRUE,0,,,
272,May,2033QOIS,P260300352666,Ay Maizabura communication,"202,150.00",38,"287,900.00",9,"20,000.00",TRUE,0,,,
273,May,2033ZCRO,P260300453263,"Al Habeeb communication venture6","201,000.00",19,"8,900.00",1,"20,000.00",TRUE,0,,,
274,May,2070ZM2S,P260300975337,Upview Supermarket Olohunda,"198,105.00",62,0,0,"20,000.00",TRUE,0,,,
275,May,2070695I,P260300443503,Ogo Oluwa,"197,500.00",12,"110,750.00",7,"20,000.00",TRUE,0,,,
276,May,2033FUJX,P260300556337,Baba 90 Smart withdrawal,"197,500.00",24,"81,300.00",10,"20,000.00",TRUE,0,,,
277,May,2033ZPB8,P260300309814,T.boy3,"197,300.00",37,"85,480.00",2,"20,000.00",TRUE,0,,,
278,May,2057HJNB,P260301352255,Holuremmy Ventures,"196,000.00",29,"208,000.00",12,"20,000.00",TRUE,0,,,
279,May,2033TETV,P260300367972,GREOL LOUNGE,"193,300.00",27,0,0,"20,000.00",TRUE,0,,,
280,May,2033KKQ8,P260300620577,Embedded Business world,"191,800.00",41,"240,800.00",6,"20,000.00",TRUE,0,,,
281,May,2070SKK8,P260300502745,Palm Ventures,"189,650.00",36,"84,350.00",5,"20,000.00",TRUE,0,,,
282,May,2070JC7T,P260300825393,Prosperity,"189,150.00",30,"3,000.00",1,"20,000.00",TRUE,0,,,
283,May,2070EYTW,P260301472302,Dang Lifestyle Agungi,"186,985.50",7,0,0,"20,000.00",TRUE,0,,,
284,May,2033BDKC,P260300127218,Joy and Favour Venture,"182,200.00",18,"38,500.00",2,"20,000.00",TRUE,0,,,
285,May,2070BMME,P260301685189,Ayomiposi venture 3,"180,000.00",23,"340,600.00",8,"20,000.00",TRUE,0,,,
286,May,2033FOQO,P260301173237,Onaopemipo store,"179,800.00",11,"173,560.00",3,"20,000.00",TRUE,0,,,
287,May,2070R8ZG,P260300699878,Priceworth Superstore,"179,590.00",41,0,0,"20,000.00",TRUE,0,,,
288,May,2070V96Y,P260300499617,Alayo iyalaje bar palour,"178,600.00",4,"250,000.00",2,"20,000.00",TRUE,0,,,
289,May,2057UHLH,P260301909391,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OFFAGARAGE","177,009.00",9,0,0,"20,000.00",TRUE,0,,,
290,May,2057WWTE,P260300610061,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IKIRE 1","177,000.00",1,0,0,"20,000.00",TRUE,0,,,
291,May,20705QMB,P260300355761,Shammah Ventures,"172,650.00",32,"7,000.00",3,"20,000.00",TRUE,0,,,
292,May,2057YXJQ,P260301165947,Glory Cash Points,"171,900.00",21,"46,000.00",3,"20,000.00",TRUE,0,,,
293,May,2070RY7A,P260301648371,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IJAGBO","171,700.00",10,0,0,"20,000.00",TRUE,0,,,
294,May,2070O7NH,P260300613066,"Mosh Golden ProfilePharmaceutical limited - MoshPharmacy and Supermarket","170,960.00",47,0,0,"20,000.00",TRUE,0,,,
295,May,20701WNY,P260300432677,As Sallam Venture,"170,850.00",24,"150,861.25",6,"20,000.00",TRUE,0,,,
296,May,2070UK1D,P260300973616,Adeife Venture,"169,400.00",39,"75,700.00",12,"20,000.00",TRUE,0,,,
297,May,2070WI01,P260300443516,Zoe Enterprise,"169,250.00",7,"166,500.00",4,"20,000.00",TRUE,0,,,
298,May,2070K0FL,P260300674098,"Omak healthcare services - LabMaster Diagnostics Eleyele 4","169,000.00",19,0,0,"20,000.00",TRUE,0,,,
299,May,2070AFVS,P260301198760,"99-CITIES ENTERPRISES -Money World Ventures 6","168,700.00",40,0,0,"20,000.00",TRUE,0,,,
300,May,2033G5TY,C41P008D01502304,AB ONIMIZ WELLNESS CENTER,"168,200.00",1,"29,300.00",3,"20,000.00",TRUE,0,,,
301,May,2057XYEX,P260301040112,Best Buy Grocery,"168,065.00",21,0,0,"20,000.00",TRUE,0,,,
302,May,2033ZCQS,P260301091806,"Al Habeeb communication venture5","167,400.00",28,0,0,"20,000.00",TRUE,0,,,
303,May,2033JJAD,P260301198626,"Al Habeeb communicationVenture 4","167,200.00",28,"1,000.00",1,"20,000.00",TRUE,0,,,
304,May,2057JADG,P260301219083,Yah Salam Enterprises Oyo,"162,300.00",19,"459,800.00",8,"20,000.00",TRUE,0,,,
305,May,2057XGVR,P260301086126,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ASABA","161,700.00",8,0,0,"20,000.00",TRUE,0,,,
306,May,2070UT9G,P260301170061,"Petes Bar and Lounge - Petes Bar2","161,500.00",33,0,0,"20,000.00",TRUE,0,,,
307,May,2033TPYP,P260300201429,BarbraRoyals beauty,"160,500.00",15,"146,400.00",6,"20,000.00",TRUE,0,,,
308,May,2057TZMX,P260300735763,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY KONGI","160,500.00",5,0,0,"20,000.00",TRUE,0,,,
309,May,2070EDPQ,P260301700229,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AKOBO1","159,900.00",6,0,0,"20,000.00",TRUE,0,,,
310,May,207039LX,P260301479832,Honey Ventures,"159,800.00",7,"150,500.00",3,"20,000.00",TRUE,0,,,
311,May,2070XH92,P260301555075,"99-CITIES ENTERPRISES -Money World Ventures","158,100.00",33,"11,600.00",5,"20,000.00",TRUE,0,,,
312,May,2070ZA0Z,P260300973763,FOODCO NIG JERICHO 4,"157,175.00",11,0,0,"20,000.00",TRUE,0,,,
313,May,20709IIS,P260300245249,Kikelomo Ventures,"154,300.00",26,"153,429.00",5,"20,000.00",TRUE,0,,,
314,May,2070WT1S,P260301045729,Olas Venture,"153,550.00",24,"189,550.00",10,"20,000.00",TRUE,0,,,
315,May,2057YUHB,P260301170354,Sunshine Ventures,"153,200.00",28,"41,500.00",2,"20,000.00",TRUE,0,,,
316,May,2033GZB5,17298533,A BEST COM VENTURE,"151,700.00",21,0,0,"20,000.00",TRUE,0,,,
317,May,207004WR,P260300198177,Adeoba Ventures,"147,100.00",12,"214,323.00",6,"20,000.00",TRUE,0,,,
318,May,20709DQM,P260300315012,Otis lounge,"147,000.00",3,0,0,"20,000.00",TRUE,0,,,
319,May,2033QOOA,P260300093715,Am12 stores - Am12 stores,"146,900.00",15,"152,900.00",8,"20,000.00",TRUE,0,,,
320,May,2070GMV4,P260300577481,Igwe POS,"146,050.00",15,"646,380.00",17,"20,000.00",TRUE,0,,,
321,May,2033INMM,P260300458174,Finrel olorunsogo 2,"142,400.00",10,"270,000.00",2,"20,000.00",TRUE,0,,,
322,May,2070VB1P,P260300973615,Okate Dan Mandara,"140,000.00",2,"140,000.00",2,"20,000.00",TRUE,0,,,
323,May,207069TG,P260300497468,Al-Qaadi Ventures,"140,000.00",1,"140,000.00",2,"20,000.00",TRUE,0,,,
324,May,2070773C,P260301292305,Triple A Venture,"140,000.00",15,"119,000.00",5,"20,000.00",TRUE,0,,,
325,May,2033GEFU,P260301045693,Abu aish Islamic Venture 2,"139,800.00",16,"359,400.00",20,"20,000.00",TRUE,0,,,
326,May,2033JGLV,P260301134393,HORMOH CONCEPT 2,"139,650.00",31,"76,000.00",4,"20,000.00",TRUE,0,,,
327,May,2070X5EC,P260300054762,GENA,"136,900.00",15,0,0,"20,000.00",TRUE,0,,,
328,May,2070RV7L,P260300852472,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOKITIPUPA","136,000.00",8,0,0,"20,000.00",TRUE,0,,,
329,May,2057ZARF,P260301165946,Dang Lifestyle Ikeja,"135,879.50",2,0,0,"20,000.00",TRUE,0,,,
330,May,207002CY,P260300316713,An_Nur Venture,"134,800.00",11,"303,000.00",4,"20,000.00",TRUE,0,,,
331,May,2033THY5,P260300114846,Ayomikun & Co enterprises,"134,350.00",31,"124,550.00",14,"20,000.00",TRUE,0,,,
332,May,2070RU7S,P260301616631,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ODOTA","133,900.00",2,0,0,"20,000.00",TRUE,0,,,
333,May,2033PCKK,P260300674094,AOT Consultant 6,"133,700.00",20,"760,770.45",7,"20,000.00",TRUE,0,,,
334,May,20700GXP,P260300445807,"Folatab God's grace multipurposeventure - Gods grace 4","132,800.00",16,"17,000.00",6,"20,000.00",TRUE,0,,,
335,May,2070U2EJ,P260300803816,"Omak healthcare services - Omakshawarma Amuludun","132,700.00",43,0,0,"20,000.00",TRUE,0,,,
336,May,2070P7ED,P260301131934,KLmm Ventures,"132,200.00",5,"258,000.00",6,"20,000.00",TRUE,0,,,
337,May,20700DED,P260301296478,Prosperity Venture 2,"132,200.00",21,0,0,"20,000.00",TRUE,0,,,
338,May,20704MXQ,P260301460412,Ayonitemi Multi Venture,"132,100.00",11,0,0,"20,000.00",TRUE,0,,,
339,May,2070B480,P260300612097,AOT Consultant 5,"130,800.00",23,"130,192.50",1,"20,000.00",TRUE,0,,,
340,May,2070PS7S,P260301626712,Adekash Megatop,"130,600.00",4,"85,000.00",2,"20,000.00",TRUE,0,,,
341,May,2070FTP4,P260301131931,AOT CONSULTANT 7,"128,300.00",15,"127,818.50",3,"20,000.00",TRUE,0,,,
342,May,2070287F,P260301043763,"99-CITIES ENTERPRISES -MONEY WORD VENTURES","126,800.00",28,"11,800.00",2,"20,000.00",TRUE,0,,,
343,May,2070TII7,P260300497467,"Petes Bar and Lounge - Petes Barand Lounge","126,800.00",13,0,0,"20,000.00",TRUE,0,,,
344,May,207076RA,22115678,Mighty-jacko Ltd,"125,700.00",3,0,0,"20,000.00",TRUE,0,,,
345,May,2070I484,P260301172676,Humble joyce business center,"125,650.00",37,0,0,"20,000.00",TRUE,0,,,
346,May,2057HQKM,P260301219081,FOODCO NIG AKOBO ONLINE,"124,307.00",7,0,0,"20,000.00",TRUE,0,,,
347,May,20337GS6,P260300549905,Oluwatobi Stores,"121,550.00",8,0,0,"20,000.00",TRUE,0,,,
348,May,2070ZU9Y,C42P008D01915654,Lime life 3,"121,500.00",3,0,0,"20,000.00",TRUE,0,,,
349,May,2033CKVL,P260300315006,PRINCESS VENTURE,"121,250.00",16,"196,000.00",5,"20,000.00",TRUE,0,,,
350,May,2033TIP6,P260300418553,One love venture,"118,900.00",26,"31,800.00",5,"20,000.00",TRUE,0,,,
351,May,2033IRT0,22115687,Oma Global concepts & services 5,"118,700.00",19,"12,600.00",1,"20,000.00",TRUE,0,,,
352,May,20331TQN,P260300700648,"Feedwell Foods Supermarket OldIfe Road","117,845.00",19,0,0,"20,000.00",TRUE,0,,,
353,May,2070XR73,P260300599565,His Mercy Ventures,"117,000.00",19,"150,700.00",11,"20,000.00",TRUE,0,,,
354,May,2214OCL3,P260301296476,"IBADAN CHINESERESTAURANT 2","116,421.50",9,0,0,"20,000.00",TRUE,0,,,
355,May,2057USAK,P260300779655,Ewafimihan limited,"115,800.00",24,"115,083.00",7,"20,000.00",TRUE,0,,,
356,May,2057XGUL,P260300532790,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOSOGBO 4","115,500.00",3,0,0,"20,000.00",TRUE,0,,,
357,May,2057IADD,P260301345853,Matti Grills Brand,"115,450.00",21,0,0,"20,000.00",TRUE,0,,,
358,May,2070A632,P260300576180,Yakwum Ventures,"114,200.00",15,"105,000.00",3,"20,000.00",TRUE,0,,,
359,May,2033JHMN,P260300720126,PerfectEnaira Global services,"114,000.00",6,"792,200.00",4,"20,000.00",TRUE,0,,,
360,May,207015VI,P260300166134,Meenah Ventures,"113,200.00",8,"70,300.00",3,"20,000.00",TRUE,0,,,
361,May,20338FU9,P260300555061,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -Sunrise Supermarket Bodija 2","113,170.00",22,0,0,"20,000.00",TRUE,0,,,
362,May,2057HMSX,P260301335690,ARINOLA VENTRES,"112,950.00",7,"82,000.00",8,"20,000.00",TRUE,0,,,
363,May,2070LS7T,P260301173238,Mama tee food canteen,"112,470.00",66,"109,000.00",1,"20,000.00",TRUE,0,,,
364,May,22143DCD,P260301731687,"MIGHTY GLORY ETERNALCONCEPT - Mighty Glory 4","111,100.00",22,"73,900.00",6,"20,000.00",TRUE,0,,,
365,May,2033FZZH,P260300113161,Nafisat Ventures,"109,900.00",15,"68,390.00",3,"20,000.00",TRUE,0,,,
366,May,2033OXK6,P260300652261,Prince Wale Ventures,"108,100.00",3,"112,550.00",2,"20,000.00",TRUE,0,,,
367,May,2070DPSN,P260301731688,Beejay Enterprise,"106,700.00",8,"22,000.00",2,"20,000.00",TRUE,0,,,
368,May,2057UGKU,P260301048682,"BOVAS & COMPANY LIMITED -Bovas And Company Ajibode","103,920.00",9,0,0,"20,000.00",TRUE,0,,,
369,May,2070S5OK,P260300523166,Alasiri Frozen foods,"103,200.00",15,"102,600.00",2,"20,000.00",TRUE,0,,,
370,May,2057MRDG,P260300453242,Abaniseloluwa,"102,650.00",22,"99,500.00",6,"20,000.00",TRUE,0,,,
371,May,2070EZA0,P260300218366,ObaGOAL Concept 2,"101,550.00",17,"230,500.00",8,"20,000.00",TRUE,0,,,
372,May,2057VBDY,P260300793816,T Money,"100,000.00",9,"15,100.00",4,"20,000.00",TRUE,0,,,
373,May,2057AQXN,P260301168567,Oma global concept & services 2,"99,200.00",20,"10,000.00",1,"20,000.00",TRUE,0,,,
374,May,2033NNY5,P260300576181,Afolabi Concept,"98,300.00",20,"4,500.00",1,"20,000.00",TRUE,0,,,
375,May,2070977B,P260300523165,As-salam ventures,"96,000.00",13,"166,000.00",3,"20,000.00",TRUE,0,,,
376,May,2070VC02,P260300166140,Engr Mk and Co,"95,700.00",11,"95,000.00",1,"20,000.00",TRUE,0,,,
377,May,2070R2UG,P260301292216,Monshalahu,"95,400.00",10,0,0,"20,000.00",TRUE,0,,,
378,May,2070Z5VZ,P260300562609,GENA OYO,"95,000.00",2,0,0,"20,000.00",TRUE,0,,,
379,May,2070YW0J,P260300973775,"FOODCO SUPERMARKETARULOGUN 3","94,489.00",17,0,0,"20,000.00",TRUE,0,,,
380,May,2033PDRB,P260301335689,Folad Venture,"94,100.00",16,"214,110.00",10,"20,000.00",TRUE,0,,,
381,May,2214ETXI,P260301761113,"99-CITIES ENTERPRISES -Money World 12","94,060.00",15,"13,000.00",3,"20,000.00",TRUE,0,,,
382,May,2070AKLI,P260301216642,SBMT,"93,680.00",19,"20,000.00",1,"20,000.00",TRUE,0,,,
383,May,2057YVPU,P260301188107,O and O trading stores,"93,600.00",20,"8,000.00",4,"20,000.00",TRUE,0,,,
384,May,2070591Q,P260301198629,Adex Ventures,"93,500.00",13,"50,000.00",1,"20,000.00",TRUE,0,,,
385,May,20700IKB,P260301216657,Sholarz Ventures,"93,500.00",12,"32,200.00",5,"20,000.00",TRUE,0,,,
386,May,2070L9ZK,P260300700844,LANLAB NIGERIA LIMITED,"92,000.00",11,0,0,"20,000.00",TRUE,0,,,
387,May,20331MEN,P260300499616,Everfresh Pharmacy and stores,"91,950.00",15,"91,000.00",1,"20,000.00",TRUE,0,,,
388,May,2057IIFC,P260301219080,IBACHI BUBBLE TEA BAR,"91,375.00",11,0,0,"20,000.00",TRUE,0,,,
389,May,2033TEPT,P260301292309,Omowuni Ventures,"90,500.00",16,"17,700.00",5,"20,000.00",TRUE,0,,,
390,May,2033KVO4,P260301554199,Oluwakemi Ventures,"88,000.00",7,"97,900.00",4,"20,000.00",TRUE,0,,,
391,May,20704GWH,P260301292307,Sophisticated Business World,"86,900.00",14,"10,200.00",1,"20,000.00",TRUE,0,,,
392,May,2057XGVK,P260300852471,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY SANYO","85,150.00",1,0,0,"20,000.00",TRUE,0,,,
393,May,2070CDBZ,P260301650033,Maracana 3,"85,040.00",9,0,0,"20,000.00",TRUE,0,,,
394,May,2057XGUQ,P260300692719,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ILESHA1","84,900.00",3,0,0,"20,000.00",TRUE,0,,,
395,May,2057ZYVF,P260301270628,Ajibato - AJIBATO 2,"83,100.00",13,"1,452,636.91",5,"20,000.00",TRUE,0,,,
396,May,2033CUYB,P260300115005,Diamond photography venture 2,"82,800.00",11,"195,050.00",16,"20,000.00",TRUE,0,,,
397,May,2070APKJ,P260301222506,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ITAOSHIN","82,600.00",6,0,0,"20,000.00",TRUE,0,,,
398,May,2070G3PN,P260300797995,Tommy D,"81,100.00",3,"83,000.00",1,"20,000.00",TRUE,0,,,
399,May,2070P7BJ,P260300612091,Living proof bakery Idi Oya,"80,770.00",27,0,0,"20,000.00",TRUE,0,,,
400,May,2070I1GX,P260300852653,Jofes supermarket Ibadan 2,"79,810.00",18,0,0,"20,000.00",TRUE,0,,,
401,May,2070UO9T,P260301163602,"Adebola Graceys - NightlifeKitchen","79,150.00",5,0,0,"20,000.00",TRUE,0,,,
402,May,20703MTW,P260300420622,"Arike Ade provision and varietiesstore","78,850.00",11,"24,100.00",2,"20,000.00",TRUE,0,,,
403,May,207027MC,P260301479833,Zeenat Ventures,"76,200.00",13,"44,000.00",2,"20,000.00",TRUE,0,,,
404,May,2070NZ5I,P260301092148,"Greenplus pharmaceutical andhealthcare services","76,160.00",15,0,0,"20,000.00",TRUE,0,,,
405,May,2070I2HA,P260301262487,Vicsu Ventures,"75,550.00",8,"40,375.00",3,"20,000.00",TRUE,0,,,
406,May,2057IWHG,P260301352258,"Mosh Golden ProfilePharmaceutical limited - Moshsupermarket Iseyin 1","73,050.00",21,0,0,"20,000.00",TRUE,0,,,
407,May,2033QGP9,P260300556345,Oma global 3,"71,400.00",8,"15,600.00",2,"20,000.00",TRUE,0,,,
408,May,2057TTEB,P260300803818,PerfectENaira 3,"70,450.00",14,0,0,"20,000.00",TRUE,0,,,
